,BIN,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_CATEGORY,VIOLATION_TYPE
632769,3138660.0,20000831,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
633735,3069259.0,19930301,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
635110,1040808.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
635327,1035355.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
636267,1804965.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
637219,4518705.0,19900425,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
639822,1015732.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
641184,1018159.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
643676,1016074.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
643776,4113174.0,19880915,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
645143,3002557.0,19890509,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
647945,5106713.0,19890830,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
649964,1034205.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
651511,3029670.0,19890612,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
654346,5002835.0,19890411,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
656347,1035751.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
656792,1001870.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
657049,3103616.0,19881013,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
657344,1001649.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
658074,3137248.0,19890908,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
658306,1033133.0,19890117,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
658598,1087755.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
658761,1084277.0,19831214,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
659633,1053899.0,19881017,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
660165,1037596.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
660540,2093673.0,19871010,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
661671,1038650.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
662983,1035427.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
663721,1008977.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
665606,1001281.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
666231,3033069.0,19890601,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
666527,1024776.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
668741,1035393.0,19810224,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
668848,1079916.0,19871102,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
668909,1000864.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
670382,5002177.0,19890411,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
673530,1015874.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
674027,1036150.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
674413,2013469.0,19890914,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
676074,1083631.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
677479,1000005.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
679246,4437362.0,19890920,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
679269,1000876.0,19881011,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
679593,5047668.0,19890524,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
682476,4188647.0,19930225,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
682917,1080673.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
684214,1038000.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
684518,5113197.0,19900927,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
687238,1080796.0,19801008,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
689551,1016745.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
689617,4438502.0,19890925,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
690752,1080929.0,19890608,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
690820,1064883.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
691074,4182582.0,19930225,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
691104,1015832.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
691273,3337687.0,19881005,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
695205,1001014.0,19901221,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
695488,1008823.0,19890721,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
695519,1081016.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
696526,4518705.0,19880908,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
696599,1078879.0,19910207,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
698037,1005745.0,19880628,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
698051,1006502.0,19881104,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
698062,1034240.0,19840223,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
699395,1035057.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
699438,1034512.0,19811116,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
699752,1089698.0,19880627,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
701226,1063719.0,19900118,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
702042,5107505.0,19890524,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
702286,3057658.0,19890817,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
704239,1001003.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
704289,4196910.0,19881019,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
704298,3103581.0,19880831,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
705119,1016957.0,19900111,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
707251,1016934.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
708242,3182231.0,19880801,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
708630,1014385.0,19930309,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
709620,3063571.0,19930302,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
709641,1035728.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
712355,2075316.0,19891004,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
712608,1038579.0,19900906,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
712745,1034252.0,19930310,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
715042,2097050.0,19901121,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
715403,2017787.0,19901121,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
716261,3055843.0,19880906,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
717406,1034196.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
719685,1081590.0,19880714,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
720580,5013953.0,19880926,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
720862,1053497.0,19930309,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
721428,1062859.0,19881228,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
722586,3155722.0,19871026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
722857,4113182.0,19900425,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
723512,2102025.0,19900124,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
723980,1008662.0,19890727,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
724262,1034514.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
728467,3030805.0,19881017,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
728612,3181968.0,19890628,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
730823,1027072.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
731381,1035401.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
732590,3000257.0,19890509,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
733997,1000027.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
737296,1000865.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
740609,4235262.0,19880829,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
741618,1086515.0,19890420,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
741986,1037165.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
743926,3330828.0,19880901,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
746133,4833509.0,19900122,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
746693,1040759.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
748901,1034251.0,19930312,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
749349,4005022.0,19930225,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
752453,1036908.0,19891212,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
753765,1081154.0,19820305,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
755704,1001030.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
756491,1078062.0,19871026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
758642,3061372.0,19890919,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
759568,1016890.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
760849,1019951.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
760882,1045290.0,19900906,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
762585,1001127.0,19920501,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
764699,1015772.0,19940124,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
765450,1038909.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
766771,1037596.0,19950502,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
767323,1038896.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
767967,1084277.0,19821214,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
768405,3025256.0,19890711,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
